Price,Make,Model,Prod. year,Category,Gear box type,Drive wheels,UHighway
24148,BMW,535,2012,Jeep,Automatic,4x4,26
20698,BMW,535,2013,Jeep,Automatic,4x4,24.359
29166,BMW,540 I,1995,Jeep,Automatic,4x4,28
11760,BMW,550,2011,Sedan,Automatic,4x4,21.7949
47042,BMW,550,2014,Jeep,Automatic,4x4,32
47042,BMW,640,2012,Jeep,Automatic,4x4,22
48296,BMW,650,2015,Jeep,Automatic,4x4,23
10663,BMW,730 3.0,2002,Jeep,Automatic,4x4,27
37947,BMW,750,2006,Jeep,Automatic,4x4,29
14113,BMW,750,2010,Sedan,Automatic,4x4,27
11604,BMW,i3,2014,Coupe,Manual,4x4,27
175622,BMW,M3,2002,Sedan,Automatic,Rear,23.0769
10192,BMW,M3,2006,Sedan,Automatic,4x4,24
20228,BMW,M3,2010,Hatchback,Manual,Rear,27
21639,BMW,M3,2018,Hatchback,Manual,Rear,24
18817,BMW,M4,2016,Sedan,Manual,Front,31
22423,BMW,M5 Japan,2006,Cabriolet,Manual,Front,22
13485,BMW,M5,2004,Coupe,Automatic,Rear,22
10976,BMW,M5,2010,Coupe,Manual,Rear,24
13485,BMW,M6 Gran cupe,2014,Sedan,Manual,Rear,18
10036,BMW,M6,2014,Sedan,Manual,Rear,21.7949
12544,BMW,X1,2010,Sedan,Automatic,Front,21.7949
10036,BMW,X1,2013,Coupe,Automatic,Rear,22
10663,BMW,X1,2017,Coupe,Manual,Rear,22
11604,BMW,X1,2018,Sedan,Automatic,Rear,30.7692
17249,BMW,X3 3.5i,2012,Sedan,Automatic,Rear,17
17249,BMW,X3,2005,Sedan,Manual,Rear,32.0513
18817,BMW,X4,2015,Sedan,Automatic,Rear,28
10976,BMW,X5 3.0i,2003,Sedan,Manual,Rear,27
10663,BMW,X5 e53,2004,Sedan,Automatic,Rear,21
10192,BMW,X5 M,2015,Coupe,Manual,Rear,24
42337,BMW,X5 XDRIVE 35D,2012,Sedan,Automatic,Rear,23
10976,BMW,X5 XDRIVE,2010,Coupe,Manual,Rear,20
13485,BMW,X5,2002,Coupe,Automatic,Rear,19
14426,BMW,X5,2004,Sedan,Automatic,Rear,23
18189,BMW,X5,2005,Coupe,Automatic,4x4,18
21326,BMW,X5,2007,Sedan,Automatic,Front,19
18189,BMW,X5,2009,Sedan,Automatic,Rear,27
29793,BMW,X5,2014,Coupe,Automatic,Rear,23.0769
36692,BMW,X5,2016,Sedan,Manual,Rear,24
36065,BMW,X6,2011,Sedan,Automatic,Rear,27
14113,BMW,X6,2014,Cabriolet,Manual,Rear,24
11917,BMW,Z4,2003,Sedan,Manual,Rear,27
13485,BUICK,Enclave,2019,Sedan,Automatic,Rear,29
16465,BUICK,Encore,2015,Sedan,Manual,Rear,27
25089,BUICK,Encore,2016,Coupe,Automatic,Rear,25
23521,BUICK,Encore,2017,Sedan,Automatic,Rear,21
37633,CADILLAC,Allante,2019,Sedan,Automatic,Rear,26
32929,CADILLAC,ATS,2015,Coupe,Automatic,Rear,27
56450,CADILLAC,CTS,2016,Coupe,Automatic,Rear,24
20071,CADILLAC,DTS,2008,Cabriolet,Automatic,Rear,22
26343,CADILLAC,Escalade,2012,Coupe,Automatic,Rear,22
28000,CHEVROLET,1500,2012,Sedan,Automatic,Front,21.7949
11290,CHEVROLET,Aveo,2009,Sedan,Automatic,Rear,22
13485,CHEVROLET,Aveo,2011,Sedan,Manual,Rear,23
10349,CHEVROLET,Aveo,2012,Sedan,Automatic,Rear,18
11200,CHEVROLET,Aveo,2013,Sedan,Automatic,Rear,22
17249,CHEVROLET,Aveo,2017,Sedan,Manual,Rear,19
30420,CHEVROLET,Camaro LS,2013,Sedan,Automatic,4x4,19.2308
37633,CHEVROLET,Camaro RS,2010,Sedan,Automatic,Rear,30
23700,CHEVROLET,Camaro,2011,Sedan,Automatic,4x4,30.7692
42337,CHEVROLET,Camaro,2013,Sedan,Automatic,Rear,25
26657,CHEVROLET,Camaro,2014,Sedan,Automatic,4x4,23
18817,CHEVROLET,Camaro,2015,Sedan,Automatic,Rear,22
30800,CHEVROLET,Camaro,2016,Hatchback,Automatic,Rear,26
43905,CHEVROLET,Camaro,2017,Hatchback,Automatic,4x4,21
14113,CHEVROLET,Captiva,2007,Sedan,Manual,Rear,19
14113,CHEVROLET,Captiva,2010,Sedan,Manual,Rear,25
24462,CHEVROLET,Captiva,2012,Sedan,Automatic,Rear,22
61154,CHEVROLET,Captiva,2013,Sedan,Automatic,Rear,22
17249,CHEVROLET,Captiva,2014,Sedan,Automatic,Rear,25
30420,CHEVROLET,Captiva,2015,Sedan,Manual,Rear,25
39201,CHEVROLET,Captiva,2016,Sedan,Automatic,Rear,27
12701,CHEVROLET,Captiva,2018,Sedan,Automatic,Rear,28
15524,CHEVROLET,Colorado,2020,Sedan,Automatic,Rear,28
47042,CHEVROLET,Cruze LS,2018,Sedan,Manual,Rear,28
12858,CHEVROLET,Cruze LT,2016,Hatchback,Automatic,Rear,26.9231
20385,CHEVROLET,Cruze LT,2018,Sedan,Automatic,4x4,24.359
26657,CHEVROLET,Cruze ltz,2013,Sedan,Automatic,Rear,27
50178,CHEVROLET,Cruze Premier,2016,Coupe,Automatic,Rear,29
30734,CHEVROLET,Cruze RS,2011,Coupe,Automatic,Rear,32.0513
11604,CHEVROLET,Cruze sonic,2012,Sedan,Automatic,Rear,22
12231,CHEVROLET,Cruze strocna,2014,Sedan,Automatic,Rear,30
37633,CHEVROLET,Cruze,2009,Sedan,Automatic,4x4,30
37633,CHEVROLET,Cruze,2018,Sedan,Automatic,Rear,26
12231,CHEVROLET,Cruze,2019,Hatchback,Automatic,Rear,37
19800,CHEVROLET,Equinox LT,2017,Coupe,Manual,Rear,24
10976,CHEVROLET,Equinox LT,2019,Hatchback,Manual,Rear,29
48000,CHEVROLET,Equinox,2019,Coupe,Manual,Rear,30
153669,CHEVROLET,Impala,1973,Sedan,Manual,Rear,33
44533,CHEVROLET,Impala,2012,Coupe,Automatic,Rear,39
45473,CHEVROLET,Impala,2016,Sedan,Manual,Rear,31
10976,CHEVROLET,Impala,2017,Coupe,Manual,Rear,30
47042,CHEVROLET,Lacetti,2011,Sedan,Manual,Rear,33
163077,CHEVROLET,Malibu Hybrid,2017,Sedan,Automatic,Rear,39
32302,CHEVROLET,Malibu LT,2016,Sedan,Automatic,Rear,31
25089,CHEVROLET,Malibu LT,2017,Hatchback,Manual,Rear,49
28852,CHEVROLET,Malibu,2010,Jeep,Automatic,4x4,30
58018,CHEVROLET,Malibu,2011,Sedan,Automatic,4x4,21.7949
28852,CHEVROLET,Malibu,2012,Jeep,Automatic,4x4,30
40769,CHEVROLET,Malibu,2013,Jeep,Automatic,4x4,26.9231
14113,CHEVROLET,Malibu,2016,Jeep,Automatic,4x4,28
19444,CHEVROLET,Malibu,2017,Jeep,Automatic,4x4,28
16621,CHEVROLET,Malibu,2019,Universal,Automatic,4x4,30
14740,CHEVROLET,Malibu,2020,Jeep,Automatic,4x4,29
156805,CHEVROLET,Niva,2010,Jeep,Automatic,4x4,29
43435,CHEVROLET,Orlando,2013,Jeep,Automatic,4x4,35
36065,CHEVROLET,Orlando,2014,Jeep,Automatic,4x4,31
14426,CHEVROLET,Sonic,2012,Jeep,Automatic,4x4,34
12231,CHEVROLET,Sonic,2013,Jeep,Manual,4x4,25
10036,CHEVROLET,Spark,2013,Sedan,Automatic,4x4,30
16935,CHEVROLET,Spark,2014,Universal,Automatic,4x4,30
17249,CHEVROLET,Spark,2015,Jeep,Automatic,4x4,26.9231
15681,CHEVROLET,Spark,2018,Jeep,Automatic,Rear,26
24775,CHEVROLET,Suburban,2019,Jeep,Manual,4x4,27
29793,CHEVROLET,Traverse,2010,Jeep,Automatic,4x4,31
24148,CHEVROLET,Traverse,2016,Jeep,Automatic,Rear,35
29793,CHEVROLET,Trax,2015,Jeep,Automatic,4x4,27
24000,CHEVROLET,Trax,2018,Jeep,Automatic,4x4,29
43278,CHEVROLET,Volt premier,2012,Jeep,Automatic,4x4,32.0513
10349,CHEVROLET,Volt PREMIER,2013,Jeep,Automatic,4x4,33
27284,CHEVROLET,Volt,2010,Jeep,Automatic,4x4,39
25716,CHEVROLET,Volt,2015,Jeep,Automatic,4x4,31
54255,CHEVROLET,Volt,2016,Jeep,Automatic,Rear,30
78403,CHEVROLET,Volt,2017,Jeep,Automatic,Rear,37
17876,CHEVROLET,Volt,2018,Jeep,Automatic,4x4,33
15053,CHRYSLER,200,2015,Cabriolet,Manual,Rear,33
10192,CHRYSLER,300,2004,Sedan,Automatic,4x4,31
20385,CHRYSLER,300,2010,Jeep,Automatic,Front,34
31361,CHRYSLER,Crossfire,2005,Jeep,Automatic,Front,29
23521,CITROEN,C1,2011,Jeep,Automatic,Front,32.0513
19130,CITROEN,C4,2007,Sedan,Automatic,4x4,26.9231
42337,CITROEN,C8,2012,Coupe,Automatic,Rear,21
12544,CITROEN,DS 4,2011,Sedan,Automatic,Rear,22
21639,DAEWOO,Lacetti,2010,Sedan,Automatic,Front,20
19444,DAEWOO,Lacetti,2011,Jeep,Automatic,Rear,27
12544,DAIHATSU,Terios,2008,Sedan,Automatic,Front,27
10349,DODGE,Avenger,2019,Sedan,Automatic,Front,29
10697,DODGE,Caliber journey,2010,Sedan,Automatic,Front,23
13297,DODGE,Caravan,2006,Hatchback,Automatic,Front,23
11704,DODGE,Challenger,2010,Hatchback,Automatic,Front,28
29777,DODGE,Challenger,2013,Sedan,Automatic,Front,28
23521,DODGE,Challenger,2016,Coupe,Manual,Rear,21
35438,DODGE,Challenger,2017,Coupe,Manual,Rear,28.2051
47042,DODGE,Charger RT,2006,Sedan,Automatic,Rear,25
29793,DODGE,Dart GT 2.4,2015,Coupe,Manual,Rear,25
57526,DODGE,Dart Limited,2013,Cabriolet,Automatic,Front,26
30577,DODGE,Durango,2004,Sedan,Automatic,Front,21.7949
48277,DODGE,RAM 1500,2000,Cabriolet,Automatic,Front,27
83251,DODGE,Ramcharger,2016,Cabriolet,Automatic,Front,23.0769
12231,DODGE,Ramcharger,2019,Coupe,Automatic,Rear,26
106627,FERRARI,456,2011,Coupe,Manual,Rear,20
13485,FERRARI,F50,2017,Pickup,Automatic,Front,25
19444,FIAT,500 Abarth áƒ¢áƒ£áƒ áƒ‘áƒ,2012,Jeep,Manual,4x4,23
11917,FIAT,500 Abarth,2015,Jeep,Automatic,Front,22
25299,FIAT,500 s,2012,Jeep,Automatic,Front,20
32104,FIAT,500 sport panorama,2015,Jeep,Automatic,Front,22
28789,FIAT,500 sport,2011,Jeep,Automatic,Front,25
25089,FIAT,500 Sport,2012,Jeep,Automatic,4x4,28
23436,FIAT,500 Sport,2015,Jeep,Automatic,Front,31
38445,FIAT,500 turbo,2012,Jeep,Automatic,Front,34
52034,FIAT,500,2011,Jeep,Automatic,Front,31
93079,FIAT,500,2016,Pickup,Automatic,Front,34
16621,FIAT,500C Lounge,2013,Sedan,Automatic,Front,27
15524,FIAT,500C,2014,Sedan,Automatic,Front,27
19130,FIAT,500L LONG,2012,Sedan,Automatic,Front,20
23521,FIAT,500L,2014,Sedan,Automatic,Front,21
13485,FIAT,Punto,2007,Sedan,Automatic,Rear,30
13485,FORD,C-MAX C-MAX,2013,Sedan,Automatic,Front,22
13172,FORD,C-MAX HYBRID,2013,Sedan,Automatic,Front,27
12544,FORD,C-MAX PREMIUM,2012,Sedan,Automatic,Front,23
14113,FORD,C-MAX PREMIUM,2013,Sedan,Automatic,Front,22
12858,FORD,C-MAX SE,2012,Sedan,Manual,Front,23.0769
13172,FORD,C-MAX SEL,2012,Sedan,Automatic,Rear,15
12544,FORD,C-MAX SEL,2013,Sedan,Manual,Front,20
11917,FORD,C-MAX,2012,Sedan,Automatic,Rear,19
11290,FORD,C-MAX,2017,Sedan,Automatic,Rear,23
17249,FORD,Courier,2015,Sedan,Manual,Front,24
15681,FORD,EcoSport SE,2017,Sedan,Automatic,Rear,23
15681,FORD,EcoSport,2018,Sedan,Automatic,Rear,24
23834,FORD,Edge,2011,Sedan,Manual,Front,37
21169,FORD,Escape 3.0,2010,Sedan,Automatic,Front,29
17562,FORD,Escape escape,2009,Hatchback,Automatic,Front,25
26657,FORD,Escape HYBRID,2008,Jeep,Automatic,Front,28
22580,FORD,Escape Hybrid,2009,Jeep,Automatic,4x4,23
10349,FORD,Escape SE,2015,Sedan,Automatic,Front,28
15681,FORD,Escape SE,2017,Limousine,Automatic,Rear,30
13172,FORD,Escape,2008,Sedan,Automatic,Front,37
49058,FORD,Escape,2010,Sedan,Automatic,Front,33
45445,FORD,Escape,2012,Sedan,Automatic,Front,28.2051
15681,FORD,Escape,2013,Sedan,Automatic,Front,37
11099,FORD,Escape,2014,Sedan,Automatic,Front,37
23364,FORD,Escape,2015,Sedan,Automatic,Front,31
18346,FORD,Escape,2016,Sedan,Automatic,Front,33
19601,FORD,Escape,2019,Sedan,Automatic,Front,33
12074,FORD,Expedition,2000,Sedan,Automatic,Front,34
17923,FORD,Expedition,2017,Sedan,Automatic,Front,33
21699,FORD,Explorer Turbo japan,2012,Sedan,Automatic,Front,31
20278,FORD,Explorer XLT,2006,Sedan,Automatic,Front,33.3333
34419,FORD,Explorer,2011,Sedan,Automatic,Front,36
45210,FORD,Explorer,2013,Sedan,Automatic,Front,34
63826,FORD,Explorer,2014,Sedan,Automatic,Front,27
10663,FORD,Explorer,2015,Sedan,Automatic,Front,19
13570,FORD,Explorer,2017,Jeep,Manual,4x4,24.359
17942,FORD,Explorer,2018,Jeep,Automatic,Front,28
28059,FORD,F150,2012,Jeep,Automatic,Front,20
12544,FORD,F150,2014,Hatchback,Manual,Front,23
12544,FORD,F150,2016,Hatchback,Manual,Front,30
12544,FORD,F150,2017,Hatchback,Automatic,Front,32
10697,FORD,F150,2019,Hatchback,Automatic,Front,20
12134,FORD,Fiesta 1.6,2014,Hatchback,Automatic,Front,32
13642,FORD,Fiesta,2010,Sedan,Automatic,Front,18
13322,FORD,Fiesta,2011,Hatchback,Automatic,Front,18
28225,FORD,Fiesta,2012,Sedan,Automatic,Front,21.7949
15681,FORD,Fiesta,2018,Jeep,Automatic,4x4,19.2308
10506,FORD,Focus Flexfuel,2015,Jeep,Automatic,4x4,32
13015,FORD,Focus SE,2013,Jeep,Automatic,4x4,14
15367,FORD,Focus SE,2014,Jeep,Automatic,4x4,15
21639,FORD,Focus SE,2015,Sedan,Automatic,Front,30
26971,FORD,Focus se,2018,Sedan,Automatic,Front,30.7692
21953,FORD,Focus SEL,2011,Hatchback,Automatic,Front,38
27911,FORD,Focus ST,2014,Hatchback,Automatic,Front,32
43592,FORD,Focus TITANIUM,2012,Hatchback,Automatic,Front,32
26030,FORD,Focus,2011,Hatchback,Automatic,Front,31
18817,FORD,Focus,2012,Sedan,Automatic,Front,30
20385,FORD,Fusion Bybrid,2013,Sedan,Automatic,Front,30.7692
29793,FORD,Fusion HIBRID,2010,Limousine,Automatic,Front,28
23521,FORD,Fusion HYBRID SE,2014,Sedan,Automatic,Rear,23
13799,FORD,Fusion phev,2013,Cabriolet,Automatic,Rear,23.0769
14740,FORD,Fusion SE,2013,Hatchback,Manual,Front,31
12544,FORD,Fusion SE,2014,Hatchback,Manual,Front,20
23834,FORD,Fusion SE,2017,Jeep,Automatic,4x4,46
19757,FORD,Fusion SE,2018,Hatchback,Automatic,Front,53
10192,FORD,Fusion Titanium,2014,Sedan,Automatic,Front,42.3077
11563,FORD,Fusion TITANIUM,2015,Sedan,Automatic,Front,45
10349,FORD,Fusion,2018,Jeep,Manual,4x4,39
12074,FORD,Mustang cabrio,2014,Sedan,Automatic,Front,26.9231
16480,FORD,Mustang,1965,Jeep,Automatic,Front,35
14740,FORD,Mustang,2005,Hatchback,Automatic,4x4,36
13485,FORD,Mustang,2008,Minivan,Automatic,Front,35
14000,FORD,Mustang,2010,Coupe,Manual,4x4,38
23521,FORD,Mustang,2011,Coupe,Manual,Rear,31
22266,FORD,Mustang,2012,Coupe,Automatic,Rear,32
11604,FORD,Mustang,2013,Sedan,Automatic,Rear,30.7692
18189,FORD,Mustang,2014,Sedan,Automatic,Rear,26
18189,FORD,Mustang,2016,Sedan,Automatic,Front,22
16308,FORD,Mustang,2018,Sedan,Manual,Front,30
10976,FORD,Ranger Wildtrak,2019,Jeep,Automatic,4x4,32
28225,FORD,S-max,2007,Jeep,Automatic,4x4,29
11760,FORD,Taurus interceptor,2014,Sedan,Automatic,Rear,32.0513
16935,FORD,Taurus X,2007,Sedan,Automatic,Rear,33
101923,FORD,Taurus,2010,Coupe,Automatic,Rear,45
31988,FORD,Taurus,2011,Coupe,Automatic,Rear,35
17562,FORD,Taurus,2012,Sedan,Manual,Front,38
25089,FORD,Taurus,2013,Hatchback,Manual,Front,37
10506,FORD,Taurus,2015,Hatchback,Manual,Front,33
15053,FORD,Taurus,2016,Coupe,Automatic,Front,37
13956,FORD,Taurus,2017,Hatchback,Automatic,Front,40
12855,FORD,Tourneo Connect,2010,Coupe,Automatic,Front,35.8974
12544,FORD,Tourneo Connect,2012,Coupe,Manual,Front,35.8974
11133,FORD,Transit 100LD,1998,Hatchback,Manual,Front,33
15681,FORD,Transit 135,2003,Hatchback,Manual,Front,36
11604,FORD,Transit 2.4,2001,Coupe,Manual,Front,28
11917,FORD,Transit 2.4,2006,Hatchback,Automatic,Front,37
15367,FORD,Transit 350T,2007,Coupe,Manual,Front,32.0513
17249,FORD,Transit Connect,2004,Coupe,Automatic,Front,30
13172,FORD,Transit Connect,2008,Cabriolet,Automatic,Front,29
25089,FORD,Transit Connect,2010,Hatchback,Manual,Front,32
10036,FORD,Transit Connect,2011,Coupe,Automatic,Front,27
18503,FORD,Transit Connect,2014,Hatchback,Automatic,Front,24
10976,FORD,Transit Custom,2015,Hatchback,Automatic,Front,24
21012,FORD,Transit ford,2010,Sedan,Automatic,Front,32.0513
21639,FORD,Transit S,2004,Hatchback,Automatic,Front,33
13956,FORD,Transit T330,2004,Hatchback,Automatic,Front,34
15837,FORD,Transit Tourneo,2012,Hatchback,Automatic,Front,41
14269,FORD,Transit,2009,Hatchback,Automatic,Front,44
18503,FORD,Transit,2013,Hatchback,Automatic,Front,30
16151,FORD,Transit,2014,Hatchback,Automatic,Front,31
17876,FORD,Transit,2016,Hatchback,Automatic,Front,30
14113,GAZ,20,1953,Sedan,Automatic,Front,30
22580,GAZ,32214,1977,Hatchback,Automatic,Rear,39.7436
16621,GMC,TERRAIN,2019,Sedan,Automatic,Front,40
27284,GMC,Yukon,2019,Sedan,Automatic,Front,40
34497,GREATWALL,C30,2014,Universal,Manual,Front,31
24932,HAVAL,H6,2015,Jeep,Automatic,4x4,31
18033,HONDA,Accord,2018,Jeep,Automatic,4x4,39
25089,HONDA,Civic EX,2015,Jeep,Automatic,Front,37
17249,HONDA,Civic Hybrid,2014,Jeep,Automatic,4x4,38
21012,HONDA,Civic,2007,Jeep,Automatic,4x4,41.0256
10036,HONDA,Civic,2009,Jeep,Automatic,4x4,35.8974
14113,HONDA,Civic,2011,Jeep,Automatic,Front,36
19287,HONDA,Civic,2012,Jeep,Automatic,4x4,23
21796,HONDA,Crossroad,2007,Jeep,Automatic,4x4,26
21953,HONDA,Crosstour,2010,Jeep,Automatic,4x4,36
10663,HONDA,Cr-v LX,2006,Jeep,Automatic,Front,36
17562,HONDA,Cr-v,2004,Jeep,Automatic,4x4,33
22894,HONDA,Cr-v,2005,Jeep,Automatic,Rear,31
17876,HONDA,Cr-v,2006,Jeep,Automatic,4x4,33.3333
19444,HONDA,Cr-v,2007,Jeep,Automatic,4x4,42
17249,HONDA,Cr-v,2011,Jeep,Automatic,Front,46
25716,HONDA,Cr-v,2012,Jeep,Automatic,4x4,35.8974
14426,HONDA,Cr-v,2014,Jeep,Automatic,4x4,36
17876,HONDA,Cr-v,2015,Jeep,Automatic,4x4,51
11917,HONDA,Cr-v,2016,Jeep,Automatic,4x4,64
20385,HONDA,Cr-v,2018,Jeep,Automatic,Front,36
15053,HONDA,CR-Z,2010,Jeep,Automatic,4x4,44.8718
30417,HONDA,CR-Z,2011,Jeep,Automatic,Front,23
28852,HONDA,CR-Z,2013,Jeep,Automatic,Front,48.7179
21953,HONDA,Edix FR-v,2006,Jeep,Automatic,4x4,38
19601,HONDA,Element,2009,Jeep,Automatic,Front,39.7436
13015,HONDA,Elysion,2004,Sedan,Automatic,Front,30
15681,HONDA,Elysion,2005,Jeep,Automatic,4x4,30.7692
11917,HONDA,Elysion,2007,Jeep,Automatic,Rear,41.0256
42965,HONDA,Elysion,2010,Jeep,Automatic,Front,50
14113,HONDA,FIT GP-5,2014,Jeep,Automatic,4x4,42.3077
45436,HONDA,FIT GP-6,2014,Jeep,Automatic,Front,42.3077
43360,HONDA,FIT Hbrid,2012,Jeep,Automatic,Front,31
62057,HONDA,FIT HYBRYD,2011,Jeep,Automatic,Front,28
48566,HONDA,FIT LX,2019,Jeep,Automatic,Front,31
85553,HONDA,FIT Modulo,2011,Jeep,Automatic,Front,31
118519,HONDA,FIT RS,2008,Jeep,Automatic,Front,41.0256
79782,HONDA,FIT S,2010,Sedan,Automatic,Front,50
107841,HONDA,FIT Sport,2009,Sedan,Automatic,Front,42.3077
132971,HONDA,FIT SPORT,2010,Sedan,Automatic,Front,42.3077
119009,HONDA,FIT,2005,Sedan,Automatic,Front,39
14583,HONDA,FIT,2008,Pickup,Automatic,Rear,41
10506,HONDA,FIT,2009,Sedan,Automatic,Front,26
13799,HONDA,FIT,2020,Hatchback,Automatic,Front,27
10500,HONDA,Fred,2012,Sedan,Automatic,Front,30
12544,HONDA,Fred,2018,Hatchback,Automatic,Front,35
12231,HONDA,Hr-v EX,2015,Hatchback,Automatic,Front,32
12858,HONDA,Hr-v EX,2017,Hatchback,Manual,Front,32
13485,HONDA,Hr-v EXL,2015,Hatchback,Automatic,Front,36
25089,HONDA,Insight EX,2010,Sedan,Manual,Front,38
15681,HONDA,Insight,2011,Sedan,Manual,Front,37
19130,HONDA,Integra,2005,Hatchback,Automatic,Front,43
16308,HONDA,Odyssey,2010,Sedan,Automatic,Front,55
14740,HONDA,Odyssey,2016,Hatchback,Manual,Front,28
14740,HONDA,Odyssey,2019,Hatchback,Automatic,Front,37
12858,HONDA,Pilot,2010,Sedan,Automatic,Front,38
15524,HONDA,Ridgeline,2009,Sedan,Automatic,Front,32.0513
13328,HONDA,Shuttle,2013,Sedan,Automatic,Front,32
17405,HONDA,Shuttle,2015,Hatchback,Manual,Front,40
16935,HONDA,Shuttle,2019,Hatchback,Automatic,Front,42.3077
14021,HONDA,Step Wagon RG2 SPADA,2009,Hatchback,Automatic,Front,33
11604,HONDA,Step Wagon,2000,Sedan,Automatic,Front,33.3333
13799,HONDA,Step Wagon,2011,Sedan,Automatic,4x4,50
18817,HONDA,Stream,2006,Sedan,Automatic,Front,63
20500,HUMMER,H2,2003,Sedan,Automatic,Front,35
17876,HUMMER,H2,2004,Sedan,Automatic,Front,74.7877
13799,HUMMER,H3,2006,Sedan,Automatic,Front,46
24775,HUMMER,H3,2008,Sedan,Automatic,Front,59
19444,HYUNDAI,Accent GS,2015,Sedan,Automatic,Front,58
17876,HYUNDAI,Accent SE,2016,Sedan,Automatic,Front,51
21326,HYUNDAI,Accent SE,2017,Sedan,Automatic,Front,42.3077
24462,HYUNDAI,Accent,2013,Sedan,Automatic,Front,45
20385,HYUNDAI,Accent,2019,Sedan,Automatic,Front,72
19757,HYUNDAI,Azera,2012,Sedan,Automatic,Front,65
14113,HYUNDAI,Azera,2014,Sedan,Automatic,4x4,36
18503,HYUNDAI,Elantra GT,2012,Sedan,Automatic,Rear,35
18817,HYUNDAI,Elantra gt,2013,Sedan,Automatic,4x4,33
18817,HYUNDAI,Elantra GT,2014,Sedan,Automatic,Front,37
17249,HYUNDAI,Elantra GT,2015,Sedan,Automatic,Front,35
10192,HYUNDAI,Elantra Limited,2012,Sedan,Automatic,Front,45
21326,HYUNDAI,Elantra LIMITED,2013,Cabriolet,Automatic,Rear,46
65858,HYUNDAI,Elantra Limited,2015,Coupe,Automatic,Front,42
64290,HYUNDAI,Elantra limited,2016,Coupe,Automatic,Rear,42
10976,HYUNDAI,Elantra SE,2016,Coupe,Automatic,Rear,30
17249,HYUNDAI,Elantra SE,2017,Coupe,Manual,Rear,30
26657,HYUNDAI,Elantra,2009,Coupe,Automatic,Rear,29
29075,HYUNDAI,Elantra,2010,Coupe,Automatic,Front,20
24462,HYUNDAI,Elantra,2011,Coupe,Automatic,Rear,29
19130,HYUNDAI,Elantra,2012,Coupe,Automatic,Rear,30
26343,HYUNDAI,Elantra,2019,Coupe,Manual,Rear,30
20385,HYUNDAI,Elantra,2020,Coupe,Manual,Rear,44
58391,HYUNDAI,Genesis,2008,Coupe,Automatic,Front,48
40769,HYUNDAI,Genesis,2013,Coupe,Automatic,Rear,35
43278,HYUNDAI,Genesis,2014,Coupe,Manual,Rear,37
137885,HYUNDAI,Grandeur,2011,Coupe,Automatic,Front,24
12858,HYUNDAI,Grandeur,2013,Sedan,Automatic,Rear,39.7436
90947,HYUNDAI,Grandeur,2015,Pickup,Automatic,4x4,43
10976,HYUNDAI,H1 grandstarex,2011,Universal,Manual,Front,33
15367,HYUNDAI,H1 starixs,2007,Sedan,Automatic,4x4,33.3333
14113,HYUNDAI,H1,2005,Jeep,Automatic,4x4,32
22843,HYUNDAI,H1,2007,Sedan,Automatic,Front,41.0256
23734,HYUNDAI,i20,2010,Sedan,Automatic,Front,50
24029,HYUNDAI,I30,2010,Sedan,Automatic,Front,42.3077
29965,HYUNDAI,I30,2015,Sedan,Automatic,Front,42.3077
32311,HYUNDAI,i40,2016,Sedan,Automatic,Front,39
40092,HYUNDAI,IX35,2011,Sedan,Automatic,Front,27
54932,HYUNDAI,Lantra LIMITED,2017,Sedan,Automatic,Front,41
58495,HYUNDAI,Lantra,2011,Sedan,Automatic,Front,27
15681,HYUNDAI,Lantra,2013,Goods wagon,Manual,Front,30
14113,HYUNDAI,Santa FE long,2017,Goods wagon,Manual,Front,35
15681,HYUNDAI,Santa FE sport,2018,Microbus,Manual,Rear,36
14113,HYUNDAI,Santa FE,2009,Microbus,Manual,Rear,37
17876,HYUNDAI,Santa FE,2010,Microbus,Manual,Rear,32
17249,HYUNDAI,Santa FE,2011,Microbus,Manual,Rear,31
45473,HYUNDAI,Santa FE,2012,Microbus,Manual,Rear,32
13799,HYUNDAI,Santa FE,2013,Goods wagon,Manual,Front,31
10976,HYUNDAI,Santa FE,2015,Goods wagon,Manual,Front,21
10506,HYUNDAI,Santa FE,2016,Goods wagon,Manual,Front,41.0256
12231,HYUNDAI,Sonata 2.4L,2017,Goods wagon,Automatic,Front,50
12500,HYUNDAI,Sonata Hibrid,2014,Goods wagon,Manual,Front,50
12544,HYUNDAI,Sonata LIMITED,2011,Goods wagon,Automatic,Front,28
13485,HYUNDAI,Sonata Limited,2013,Goods wagon,Manual,Front,39
30420,HYUNDAI,Sonata Limited,2014,Microbus,Manual,Front,41
20385,HYUNDAI,Sonata LPG,2014,Goods wagon,Manual,Front,30
21169,HYUNDAI,Sonata S,2013,Microbus,Manual,Rear,27
19914,HYUNDAI,Sonata sport,2016,Microbus,Manual,Rear,35
20385,HYUNDAI,Sonata,2010,Microbus,Manual,Front,32
11917,HYUNDAI,Sonata,2019,Microbus,Manual,Rear,39
10036,HYUNDAI,Tucson Limited,2016,Microbus,Manual,Rear,22
11604,HYUNDAI,Tucson SE,2016,Microbus,Manual,Front,37
11290,HYUNDAI,Tucson SE,2017,Microbus,Manual,Rear,36
20385,HYUNDAI,Tucson,2005,Microbus,Manual,Rear,36
11900,HYUNDAI,Tucson,2008,Microbus,Manual,Front,36
10000,HYUNDAI,Tucson,2010,Microbus,Manual,Rear,32
